"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.952900670E0,-5.338950157E0,-2.479050159E0,1.258950114E0
8.972900670E0,1.049700069E1,-1.444695091E1,2.829000235E0
8.992900670E0,1.049700069E1,-1.444695091E1,2.829000235E0
9.012900670E0,-7.620000243E-1,-1.656000137E0,1.795050144E0
9.032900670E0,-7.620000243E-1,-1.656000137E0,1.795050144E0
9.052900670E0,-7.620000243E-1,-1.656000137E0,1.795050144E0
9.072900670E0,-7.620000243E-1,-1.656000137E0,1.795050144E0
9.092900670E0,-7.620000243E-1,-1.656000137E0,1.795050144E0
9.112900670E0,-9.666000366E0,-1.592205048E1,-5.779500008E-1
9.132900670E0,-9.666000366E0,-1.592205048E1,-5.779500008E-1
9.152900670E0,-1.006905079E1,-1.258995056E1,1.354950070E0
9.172900670E0,-1.006905079E1,-1.258995056E1,1.354950070E0
9.192900670E0,-1.006905079E1,-1.258995056E1,1.354950070E0
9.212900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.232900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.252900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.272900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.292900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.312900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.332900670E0,-4.726050377E0,-1.203405094E1,6.313950062E0
9.352900670E0,1.978395081E1,-3.301950216E0,-1.306050062E0
9.372900670E0,1.978395081E1,-3.301950216E0,-1.306050062E0
9.392900670E0,7.854000568E0,6.999000549E0,-1.091895008E1
9.392900670E0,7.854000568E0,6.999000549E0,-1.091895008E1
9.432900670E0,7.854000568E0,6.999000549E0,-1.091895008E1
9.452900670E0,3.736950159E0,-2.785050154E0,9.139500260E-1
9.472900670E0,3.736950159E0,-2.785050154E0,9.139500260E-1
9.492900670E0,-9.540000558E-1,-3.304095078E1,-1.000005054E1
9.512900670E0,-9.540000558E-1,-3.304095078E1,-1.000005054E1
9.532900670E0,-9.540000558E-1,-3.304095078E1,-1.000005054E1
9.552900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.572900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.592900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.612900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.632900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.652900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.672900670E0,-1.165800095E1,-3.907305145E1,1.104405022E1
9.692900670E0,1.228050113E0,1.771050096E0,2.982000113E0
9.712900670E0,1.228050113E0,1.771050096E0,2.982000113E0
9.732900670E0,4.330950260E0,1.254000068E0,1.968000054E0
9.752900670E0,4.330950260E0,1.254000068E0,1.968000054E0
9.772900670E0,4.330950260E0,1.254000068E0,1.968000054E0
9.792900670E0,2.520000041E-1,-1.464000106E0,2.619000196E0
9.812900670E0,2.520000041E-1,-1.464000106E0,2.619000196E0
9.832900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.852900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.872900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
