"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.085145012E1,-1.828750037E-2,-5.541250110E-2,1.374999993E-4
7.087145012E1,-2.351249941E-2,-5.939999968E-2,-1.099999994E-3
7.089145012E1,-2.351249941E-2,-5.939999968E-2,-1.099999994E-3
7.091145012E1,-2.117500082E-2,-6.049999967E-3,-6.049999967E-3
7.093145012E1,-2.117500082E-2,-6.049999967E-3,-6.049999967E-3
7.095145012E1,-2.117500082E-2,-6.049999967E-3,-6.049999967E-3
7.097145012E1,-2.681249939E-2,4.647500068E-2,-9.762499481E-3
7.099145012E1,-2.681249939E-2,4.647500068E-2,-9.762499481E-3
7.101145012E1,-2.144999988E-2,3.038750030E-2,-3.024999984E-3
7.103145012E1,-2.144999988E-2,3.038750030E-2,-3.024999984E-3
7.105145012E1,-2.144999988E-2,3.038750030E-2,-3.024999984E-3
7.107145012E1,9.624999948E-4,-2.626249939E-2,5.087499972E-3
7.109145012E1,9.624999948E-4,-2.626249939E-2,5.087499972E-3
7.111145012E1,9.624999948E-3,-4.661250114E-2,2.887499984E-3
7.113145012E1,9.624999948E-3,-4.661250114E-2,2.887499984E-3
7.115145012E1,3.574999981E-3,-4.881250113E-2,2.612499986E-3
7.117145012E1,3.574999981E-3,-4.881250113E-2,2.612499986E-3
7.119145012E1,5.087499972E-3,-4.138749838E-2,6.187499966E-3
7.121145012E1,5.087499972E-3,-4.138749838E-2,6.187499966E-3
7.123145012E1,5.087499972E-3,-4.138749838E-2,6.187499966E-3
7.125145012E1,8.387500420E-3,-2.447500080E-2,1.924999990E-3
7.127145012E1,8.387500420E-3,-2.447500080E-2,1.924999990E-3
7.129145012E1,8.387500420E-3,-2.447500080E-2,1.924999990E-3
7.131145012E1,-6.737499963E-3,4.001250118E-2,-6.874999963E-3
7.133145012E1,-6.737499963E-3,4.001250118E-2,-6.874999963E-3
7.135145012E1,-7.424999960E-3,5.073750019E-2,-3.024999984E-3
7.137145012E1,-7.424999960E-3,5.073750019E-2,-3.024999984E-3
7.139145012E1,1.443750039E-2,6.448750198E-2,1.237499993E-3
7.141145012E1,1.443750039E-2,6.448750198E-2,1.237499993E-3
7.143145012E1,1.443750039E-2,6.448750198E-2,1.237499993E-3
7.145145012E1,1.154999994E-2,4.963750020E-2,7.149999961E-3
7.147145012E1,1.154999994E-2,4.963750020E-2,7.149999961E-3
7.149145012E1,1.553750038E-2,1.539999992E-2,1.553750038E-2
7.151145012E1,1.553750038E-2,1.539999992E-2,1.553750038E-2
7.153145012E1,3.506249934E-2,-3.932499886E-2,1.663750038E-2
7.155145012E1,3.506249934E-2,-3.932499886E-2,1.663750038E-2
7.157145012E1,3.506249934E-2,-3.932499886E-2,1.663750038E-2
7.159145012E1,2.859999985E-2,-3.464999795E-2,1.952499896E-2
7.161145012E1,2.859999985E-2,-3.464999795E-2,1.952499896E-2
7.163145012E1,1.526249945E-2,-2.804999985E-2,1.374999993E-2
7.165145012E1,1.526249945E-2,-2.804999985E-2,1.374999993E-2
7.167145012E1,1.526249945E-2,-2.804999985E-2,1.374999993E-2
7.169145012E1,1.663750038E-2,-4.496249929E-2,7.699999958E-3
7.171145012E1,1.663750038E-2,-4.496249929E-2,7.699999958E-3
7.173145012E1,1.278750040E-2,-1.306249946E-2,1.237499993E-3
7.175145012E1,1.278750040E-2,-1.306249946E-2,1.237499993E-3
7.177145012E1,1.278750040E-2,-1.306249946E-2,1.237499993E-3
7.179145012E1,-2.749999985E-3,4.317500070E-2,-4.674999975E-3
7.181145012E1,-2.749999985E-3,4.317500070E-2,-4.674999975E-3
7.183145012E1,-1.306249946E-2,5.266249925E-2,-1.897500083E-2
7.185145012E1,-1.306249946E-2,5.266249925E-2,-1.897500083E-2
7.187145012E1,-1.306249946E-2,5.266249925E-2,-1.897500083E-2
7.189145012E1,-1.842499897E-2,4.564999789E-2,-1.883750036E-2
7.191145012E1,-1.842499897E-2,4.564999789E-2,-1.883750036E-2
7.193145012E1,-1.471249945E-2,4.262499884E-2,-1.031249948E-2
7.195145012E1,-1.471249945E-2,4.262499884E-2,-1.031249948E-2
7.197145012E1,-9.624999948E-3,2.901249938E-2,-6.737499963E-3
7.199145012E1,-9.624999948E-3,2.901249938E-2,-6.737499963E-3
7.201145012E1,-8.937500417E-3,-3.189999983E-2,1.237499993E-3
7.203145012E1,-8.937500417E-3,-3.189999983E-2,1.237499993E-3
7.205145012E1,-8.937500417E-3,-3.189999983E-2,1.237499993E-3
7.207145012E1,-8.662499487E-3,-3.987500072E-2,1.154999994E-2
7.209145012E1,-8.662499487E-3,-3.987500072E-2,1.154999994E-2
7.211145012E1,-8.662499487E-3,-3.987500072E-2,1.154999994E-2
7.213145012E1,4.124999978E-4,-3.066249937E-2,4.124999978E-3
7.215145012E1,4.124999978E-4,-3.066249937E-2,4.124999978E-3
7.217145012E1,5.499999970E-4,-3.327500075E-2,-1.704999991E-2
7.219145012E1,5.499999970E-4,-3.327500075E-2,-1.704999991E-2
7.221145012E1,-1.443750039E-2,-3.575000167E-2,-1.141249947E-2
7.223145012E1,-1.443750039E-2,-3.575000167E-2,-1.141249947E-2
7.225145012E1,-1.443750039E-2,-3.575000167E-2,-1.141249947E-2
7.227145012E1,-1.127499994E-2,7.424999960E-3,-1.787500083E-2
7.229145012E1,-1.127499994E-2,7.424999960E-3,-1.787500083E-2
7.231145012E1,-6.874999963E-3,-1.237499993E-3,-3.217500076E-2
7.233145012E1,-6.874999963E-3,-1.237499993E-3,-3.217500076E-2
7.235145012E1,-7.424999960E-3,-3.629999980E-2,-1.993750036E-2
7.237145012E1,-7.424999960E-3,-3.629999980E-2,-1.993750036E-2
7.239145012E1,-7.424999960E-3,-3.629999980E-2,-1.993750036E-2
7.241145012E1,-7.149999961E-3,-2.419999987E-2,-1.333750039E-2
7.243145012E1,-7.149999961E-3,-2.419999987E-2,-1.333750039E-2
7.245145012E1,-7.149999961E-3,-2.419999987E-2,-1.333750039E-2
