"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.109145012E1,2.242950201E0,-9.507000923E0,4.549500346E-1
1.111145012E1,2.242950201E0,-9.507000923E0,4.549500346E-1
1.113145012E1,2.301000118E0,-9.526050568E0,5.119500160E-1
1.115145012E1,2.301000118E0,-9.526050568E0,5.119500160E-1
1.117145012E1,2.262000084E0,-9.507000923E0,5.509500504E-1
1.119145012E1,2.224050045E0,-9.507000923E0,5.509500504E-1
1.121145012E1,2.224050045E0,-9.507000923E0,5.509500504E-1
1.123145012E1,2.128050089E0,-9.564000130E0,4.930500090E-1
1.125145012E1,2.128050089E0,-9.564000130E0,4.930500090E-1
1.127145012E1,2.128050089E0,-9.564000130E0,4.930500090E-1
1.129145012E1,2.128050089E0,-9.564000130E0,4.930500090E-1
1.131145012E1,2.128050089E0,-9.564000130E0,4.930500090E-1
1.133145012E1,2.224050045E0,-9.544950485E0,4.930500090E-1
1.135145012E1,2.224050045E0,-9.544950485E0,4.930500090E-1
1.137145012E1,2.242950201E0,-9.526050568E0,5.509500504E-1
1.139145012E1,2.242950201E0,-9.526050568E0,5.509500504E-1
1.141145012E1,2.242950201E0,-9.526050568E0,5.509500504E-1
1.143145012E1,2.262000084E0,-9.526050568E0,5.700000525E-1
1.145145012E1,2.262000084E0,-9.526050568E0,5.700000525E-1
1.147145012E1,2.281949997E0,-9.564000130E0,4.360500276E-1
1.149145012E1,2.281949997E0,-9.564000130E0,4.360500276E-1
1.151145012E1,2.224050045E0,-9.526050568E0,4.159500301E-1
1.153145012E1,2.205000162E0,-9.544950485E0,4.549500346E-1
1.155145012E1,2.205000162E0,-9.544950485E0,4.549500346E-1
1.157145012E1,2.205000162E0,-9.507000923E0,5.700000525E-1
1.159145012E1,2.205000162E0,-9.507000923E0,5.700000525E-1
1.161145012E1,2.224050045E0,-9.526050568E0,5.700000525E-1
1.163145012E1,2.224050045E0,-9.526050568E0,5.700000525E-1
1.165145012E1,2.224050045E0,-9.526050568E0,5.700000525E-1
1.167145012E1,2.148000002E0,-9.564000130E0,5.310000181E-1
1.169145012E1,2.148000002E0,-9.564000130E0,5.310000181E-1
1.171145012E1,2.167050123E0,-9.564000130E0,4.360500276E-1
1.173145012E1,2.167050123E0,-9.564000130E0,4.360500276E-1
1.175145012E1,2.167050123E0,-9.564000130E0,4.360500276E-1
1.177145012E1,2.242950201E0,-9.544950485E0,4.740000367E-1
1.179145012E1,2.242950201E0,-9.544950485E0,4.740000367E-1
1.181145012E1,2.224050045E0,-9.544950485E0,5.509500504E-1
1.183145012E1,2.224050045E0,-9.544950485E0,5.509500504E-1
1.185145012E1,2.224050045E0,-9.526050568E0,5.509500504E-1
1.187145012E1,2.224050045E0,-9.526050568E0,5.509500504E-1
1.189145012E1,2.224050045E0,-9.526050568E0,5.509500504E-1
1.191145012E1,2.167050123E0,-9.526050568E0,4.930500090E-1
1.193145012E1,2.167050123E0,-9.526050568E0,4.930500090E-1
1.195145012E1,2.205000162E0,-9.564000130E0,4.930500090E-1
1.197145012E1,2.205000162E0,-9.564000130E0,4.930500090E-1
1.199145012E1,2.224050045E0,-9.526050568E0,5.509500504E-1
1.201145012E1,2.205000162E0,-9.487950325E0,5.509500504E-1
1.203145012E1,2.205000162E0,-9.487950325E0,5.509500504E-1
1.205145012E1,2.262000084E0,-9.526050568E0,5.119500160E-1
1.207145012E1,2.262000084E0,-9.526050568E0,5.119500160E-1
1.209145012E1,2.262000084E0,-9.544950485E0,5.119500160E-1
1.211145012E1,2.262000084E0,-9.544950485E0,5.119500160E-1
1.213145012E1,2.262000084E0,-9.544950485E0,5.119500160E-1
1.215145012E1,2.205000162E0,-9.507000923E0,5.310000181E-1
1.217145012E1,2.205000162E0,-9.507000923E0,5.310000181E-1
1.219145012E1,2.205000162E0,-9.526050568E0,5.119500160E-1
1.221145012E1,2.205000162E0,-9.526050568E0,5.119500160E-1
1.223145012E1,2.185950041E0,-9.507000923E0,5.509500504E-1
1.225145012E1,2.205000162E0,-9.526050568E0,5.509500504E-1
1.223145012E1,2.185950041E0,-9.507000923E0,5.509500504E-1
1.229145012E1,2.281949997E0,-9.526050568E0,5.310000181E-1
1.231145012E1,2.281949997E0,-9.526050568E0,5.310000181E-1
1.233145012E1,2.224050045E0,-9.544950485E0,5.119500160E-1
1.235145012E1,2.224050045E0,-9.544950485E0,5.119500160E-1
1.237145012E1,2.224050045E0,-9.544950485E0,5.119500160E-1
1.239145012E1,2.167050123E0,-9.526050568E0,5.119500160E-1
1.241145012E1,2.167050123E0,-9.526050568E0,5.119500160E-1
1.243145012E1,2.148000002E0,-9.544950485E0,5.700000525E-1
1.245145012E1,2.148000002E0,-9.544950485E0,5.700000525E-1
1.247145012E1,2.148000002E0,-9.544950485E0,5.700000525E-1
1.249145012E1,2.167050123E0,-9.544950485E0,5.310000181E-1
1.251145012E1,2.167050123E0,-9.544950485E0,5.310000181E-1
1.253145012E1,2.185950041E0,-9.564000130E0,5.509500504E-1
1.255145012E1,2.185950041E0,-9.564000130E0,5.509500504E-1
1.257145012E1,2.128050089E0,-9.544950485E0,5.310000181E-1
1.259145012E1,2.128050089E0,-9.544950485E0,5.310000181E-1
1.261145012E1,2.128050089E0,-9.544950485E0,5.310000181E-1
1.263145012E1,2.128050089E0,-9.544950485E0,5.509500504E-1
1.265145012E1,2.128050089E0,-9.544950485E0,5.509500504E-1
1.267145012E1,2.224050045E0,-9.544950485E0,5.890500546E-1
1.269145012E1,2.224050045E0,-9.544950485E0,5.890500546E-1
1.271145012E1,2.224050045E0,-9.544950485E0,5.890500546E-1
1.273145012E1,2.205000162E0,-9.544950485E0,4.930500090E-1
1.275145012E1,2.205000162E0,-9.544950485E0,4.930500090E-1
1.277145012E1,2.205000162E0,-9.544950485E0,4.930500090E-1
1.279145012E1,2.205000162E0,-9.544950485E0,4.930500090E-1
1.281145012E1,2.205000162E0,-9.544950485E0,4.930500090E-1
