"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.153037864E0,5.671050072E0,7.560000420E-1,-7.989000320E0
7.173037864E0,5.767050266E0,7.750500441E-1,-8.008049965E0
7.193037864E0,5.689950466E0,8.140500188E-1,-7.989000320E0
7.213037864E0,5.632950306E0,6.990000606E-1,-8.104050636E0
7.233037864E0,5.518050194E0,8.329500556E-1,-7.989000320E0
7.253037864E0,5.518050194E0,7.750500441E-1,-7.932000160E0
7.273037864E0,5.614050388E0,7.180500627E-1,-7.951050282E0
7.293037864E0,5.709000111E0,7.750500441E-1,-7.951050282E0
7.313037864E0,5.767050266E0,7.750500441E-1,-8.046000481E0
7.333037864E0,5.689950466E0,7.750500441E-1,-7.951050282E0
7.353037864E0,5.575050354E0,7.750500441E-1,-7.969950199E0
7.373037864E0,5.652000427E0,7.750500441E-1,-8.026950836E0
7.393037864E0,5.632950306E0,7.750500441E-1,-8.008049965E0
7.413037864E0,5.593950272E0,7.560000420E-1,-7.969950199E0
7.433037864E0,5.671050072E0,7.180500627E-1,-8.104050636E0
7.453037864E0,5.671050072E0,7.750500441E-1,-8.085000038E0
7.473037864E0,5.556000233E0,8.140500188E-1,-7.969950199E0
7.493037864E0,5.614050388E0,8.520000577E-1,-7.951050282E0
7.513037864E0,5.709000111E0,9.090000391E-1,-7.951050282E0
7.533037864E0,5.748000145E0,8.899500370E-1,-7.969950199E0
7.553037864E0,5.785950184E0,8.899500370E-1,-8.008049965E0
7.573037864E0,5.767050266E0,9.090000391E-1,-7.855050564E0
7.593037864E0,5.689950466E0,7.560000420E-1,-7.989000320E0
7.613037864E0,5.614050388E0,6.990000606E-1,-8.161050797E0
7.633037864E0,5.536950111E0,7.950000167E-1,-8.026950836E0
7.653037864E0,5.536950111E0,8.520000577E-1,-7.951050282E0
7.673037864E0,5.614050388E0,8.140500188E-1,-7.989000320E0
7.693037864E0,5.785950184E0,8.329500556E-1,-7.951050282E0
7.713037864E0,5.689950466E0,7.950000167E-1,-8.046000481E0
7.733037864E0,5.614050388E0,7.560000420E-1,-7.932000160E0
7.753037864E0,5.824050426E0,8.899500370E-1,-7.969950199E0
7.773037864E0,5.824050426E0,9.670500755E-1,-7.951050282E0
7.793037864E0,5.671050072E0,8.329500556E-1,-8.046000481E0
7.813037864E0,5.593950272E0,8.140500188E-1,-7.912050247E0
7.833037864E0,5.652000427E0,7.750500441E-1,-8.008049965E0
7.853037864E0,5.652000427E0,8.140500188E-1,-8.026950836E0
7.873037864E0,5.614050388E0,7.950000167E-1,-7.932000160E0
7.893037864E0,5.614050388E0,8.140500188E-1,-7.951050282E0
7.913037864E0,5.728050232E0,8.710500598E-1,-7.989000320E0
7.933037864E0,5.748000145E0,8.520000577E-1,-8.008049965E0
7.953037864E0,5.748000145E0,9.090000391E-1,-7.932000160E0
7.973037864E0,5.748000145E0,8.520000577E-1,-7.951050282E0
7.993037864E0,5.671050072E0,8.140500188E-1,-8.008049965E0
8.013037864E0,5.575050354E0,7.750500441E-1,-7.912050247E0
8.033037864E0,5.518050194E0,7.950000167E-1,-8.046000481E0
8.053037864E0,5.499000072E0,8.329500556E-1,-7.989000320E0
8.073037864E0,5.556000233E0,8.140500188E-1,-8.065950394E0
